posted_date,job_title,skill_name,job_link
27 hari yang lalu,Mentor Frontend Developer (pengajar),Next.js,https://glints.com/id/opportunities/jobs/mentor-frontend-developer-pengajar/744d4ae5-7505-4dc4-a57f-5864206c63c1?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Tayang 18 hari yang lalu,Frontend Developer for Banking Industry,Vue.js,https://glints.com/id/opportunities/jobs/frontend-developer-for-banking-industry/b2761896-1845-4ab6-a809-565d8c7dc3ce?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Tayang 18 hari yang lalu,Frontend Developer for Banking Industry,React.js,https://glints.com/id/opportunities/jobs/frontend-developer-for-banking-industry/b2761896-1845-4ab6-a809-565d8c7dc3ce?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Tayang 18 hari yang lalu,Frontend Developer for Banking Industry,TypeScript,https://glints.com/id/opportunities/jobs/frontend-developer-for-banking-industry/b2761896-1845-4ab6-a809-565d8c7dc3ce?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Engineer,Vue.js,https://glints.com/id/opportunities/jobs/frontend-engineer/9bacaa8d-b5a0-42e3-9f6d-7a43cb328b1c?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Engineer,Cypress,https://glints.com/id/opportunities/jobs/frontend-engineer/9bacaa8d-b5a0-42e3-9f6d-7a43cb328b1c?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Engineer,HTML5,https://glints.com/id/opportunities/jobs/frontend-engineer/9bacaa8d-b5a0-42e3-9f6d-7a43cb328b1c?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Engineer,Jest,https://glints.com/id/opportunities/jobs/frontend-engineer/9bacaa8d-b5a0-42e3-9f6d-7a43cb328b1c?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Engineer,Angular,https://glints.com/id/opportunities/jobs/frontend-engineer/9bacaa8d-b5a0-42e3-9f6d-7a43cb328b1c?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Engineer,GraphQL,https://glints.com/id/opportunities/jobs/frontend-engineer/9bacaa8d-b5a0-42e3-9f6d-7a43cb328b1c?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Engineer,CSS3,https://glints.com/id/opportunities/jobs/frontend-engineer/9bacaa8d-b5a0-42e3-9f6d-7a43cb328b1c?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Engineer,React.js,https://glints.com/id/opportunities/jobs/frontend-engineer/9bacaa8d-b5a0-42e3-9f6d-7a43cb328b1c?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Engineer,Webpack,https://glints.com/id/opportunities/jobs/frontend-engineer/9bacaa8d-b5a0-42e3-9f6d-7a43cb328b1c?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Engineer,TypeScript,https://glints.com/id/opportunities/jobs/frontend-engineer/9bacaa8d-b5a0-42e3-9f6d-7a43cb328b1c?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Engineer,Next.js,https://glints.com/id/opportunities/jobs/frontend-engineer/9bacaa8d-b5a0-42e3-9f6d-7a43cb328b1c?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Engineer,Redux,https://glints.com/id/opportunities/jobs/frontend-engineer/9bacaa8d-b5a0-42e3-9f6d-7a43cb328b1c?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Engineer,Sass,https://glints.com/id/opportunities/jobs/frontend-engineer/9bacaa8d-b5a0-42e3-9f6d-7a43cb328b1c?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Engineer,Nuxt.js,https://glints.com/id/opportunities/jobs/frontend-engineer/9bacaa8d-b5a0-42e3-9f6d-7a43cb328b1c?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
Posted 4 months ago,Frontend Engineer,Git,https://glints.com/id/opportunities/jobs/frontend-engineer/9bacaa8d-b5a0-42e3-9f6d-7a43cb328b1c?utm_referrer=explore&traceInfo=52053ae4-d056-4d3d-8fb1-e5d4e7b33c77
